"app_id","positive","negative","estimated_owners","owners_min","owners_max","average_playtime_forever","average_playtime_2weeks","median_playtime_forever","median_playtime_2weeks","peak_ccu"
"358920","123","31","100000 - 200000","100000","200000","8","0","10","0","1"
"2300920","128","26","0 - 20000","0","20000","455","0","455","0","1"
"1573730","128","26","0 - 20000","0","20000","38","0","38","0","1"
"351730","97","57","20000 - 50000","20000","50000","135","0","202","0","0"
"1892950","140","14","0 - 20000","0","20000","0","0","0","0","1"
"827000","139","15","50000 - 100000","50000","100000","82","0","82","0","6"
"908060","115","39","0 - 20000","0","20000","897","0","910","0","8"
"1249300","131","23","0 - 20000","0","20000","0","0","0","0","0"
"688540","83","71","0 - 20000","0","20000","0","0","0","0","5"
"270610","137","17","0 - 20000","0","20000","406","0","406","0","0"
"586790","72","82","20000 - 50000","20000","50000","245","0","259","0","0"
"541380","80","74","50000 - 100000","50000","100000","374","0","443","0","0"
"690560","135","19","20000 - 50000","20000","50000","1","0","1","0","0"
"731650","125","29","0 - 20000","0","20000","0","0","0","0","4"
"465930","81","73","20000 - 50000","20000","50000","79","0","79","0","0"
"1122970","102","52","50000 - 100000","50000","100000","0","0","0","0","0"
"1646030","152","2","0 - 20000","0","20000","0","0","0","0","0"
"429830","139","15","0 - 20000","0","20000","17","0","17","0","0"
"2717750","144","10","0 - 20000","0","20000","152","0","152","0","1"
"457520","111","43","50000 - 100000","50000","100000","240","0","304","0","0"
"968820","124","30","0 - 20000","0","20000","0","0","0","0","1"
"844420","127","27","20000 - 50000","20000","50000","8","0","8","0","0"
"1809310","77","77","20000 - 50000","20000","50000","2457","0","2457","0","2"
"1072100","120","34","20000 - 50000","20000","50000","139","0","139","0","0"
"679190","105","49","20000 - 50000","20000","50000","0","0","0","0","0"
"1442300","144","10","0 - 20000","0","20000","0","0","0","0","0"
"725280","63","91","20000 - 50000","20000","50000","265","0","397","0","0"
"2369950","122","32","0 - 20000","0","20000","0","0","0","0","0"
"1195830","101","53","50000 - 100000","50000","100000","8","0","8","0","0"
"609420","133","21","0 - 20000","0","20000","20","0","20","0","0"
"1569140","99","55","50000 - 100000","50000","100000","0","0","0","0","0"
"1689190","143","11","20000 - 50000","20000","50000","36","0","41","0","0"
"1217490","119","35","20000 - 50000","20000","50000","0","0","0","0","0"
"485080","114","40","20000 - 50000","20000","50000","228","0","241","0","0"
"1465260","102","52","0 - 20000","0","20000","0","0","0","0","0"
"3079970","141","13","0 - 20000","0","20000","728","194","726","194","4"
"1668530","144","10","0 - 20000","0","20000","10","0","10","0","2"
"2666230","120","34","0 - 20000","0","20000","548","0","756","0","3"
"1702430","137","17","20000 - 50000","20000","50000","665","0","665","0","0"
"695360","58","96","0 - 20000","0","20000","76","0","107","0","0"
"954530","68","86","20000 - 50000","20000","50000","21","0","21","0","0"
"1667400","142","12","200000 - 500000","200000","500000","235","248","245","252","2"
"1483100","128","26","20000 - 50000","20000","50000","137","0","185","0","0"
"511430","100","54","0 - 20000","0","20000","612","0","929","0","0"
"475090","48","105","0 - 20000","0","20000","49","0","77","0","0"
"558870","53","100","0 - 20000","0","20000","62","0","62","0","0"
"1785000","130","23","0 - 20000","0","20000","0","0","0","0","0"
"591760","133","20","100000 - 200000","100000","200000","170","0","273","0","0"
"2278010","149","4","0 - 20000","0","20000","1391","0","2725","0","1"
"1027620","147","6","0 - 20000","0","20000","0","0","0","0","0"
"1990900","126","27","0 - 20000","0","20000","73","0","89","0","0"
"333340","60","93","0 - 20000","0","20000","203","0","203","0","0"
"938310","147","6","0 - 20000","0","20000","1204","0","1204","0","4"
"1446160","96","57","0 - 20000","0","20000","111","0","111","0","2"
"1114830","84","69","20000 - 50000","20000","50000","0","0","0","0","0"
"1049850","89","64","20000 - 50000","20000","50000","0","0","0","0","4"
"1323000","150","3","0 - 20000","0","20000","44","0","44","0","0"
"1408860","119","34","0 - 20000","0","20000","142","0","142","0","0"
"1825210","141","12","100000 - 200000","100000","200000","0","0","0","0","0"
"2819030","137","16","0 - 20000","0","20000","0","0","0","0","2"
"440340","107","46","0 - 20000","0","20000","302","0","334","0","0"
"563430","145","8","0 - 20000","0","20000","128","0","128","0","0"
"557580","110","43","100000 - 200000","100000","200000","217","0","252","0","0"
"2757520","130","23","20000 - 50000","20000","50000","0","0","0","0","0"
"704470","146","7","20000 - 50000","20000","50000","54","0","54","0","0"
"536660","64","89","0 - 20000","0","20000","230","0","230","0","0"
"2126870","144","9","0 - 20000","0","20000","3","0","3","0","1"
"444410","88","65","100000 - 200000","100000","200000","232","0","214","0","0"
"1572990","131","22","0 - 20000","0","20000","0","0","0","0","0"
"589860","138","15","0 - 20000","0","20000","718","0","718","0","1"
"3446200","147","6","0 - 20000","0","20000","27","0","27","0","10"
"2009460","112","41","0 - 20000","0","20000","28","0","28","0","2"
"1659150","147","6","0 - 20000","0","20000","287","0","287","0","0"
"1000510","128","25","20000 - 50000","20000","50000","0","0","0","0","0"
"873980","102","51","50000 - 100000","50000","100000","455","0","455","0","3"
"529770","127","26","50000 - 100000","50000","100000","0","0","0","0","0"
"860440","96","57","20000 - 50000","20000","50000","261","0","456","0","0"
"763710","102","51","50000 - 100000","50000","100000","21","0","21","0","1"
"1954640","144","9","0 - 20000","0","20000","0","0","0","0","0"
"1172520","140","13","20000 - 50000","20000","50000","0","0","0","0","0"
"488950","101","52","0 - 20000","0","20000","101","0","101","0","0"
"673300","142","11","0 - 20000","0","20000","0","0","0","0","0"
"530540","100","53","50000 - 100000","50000","100000","256","0","222","0","0"
"588230","110","43","20000 - 50000","20000","50000","52","0","52","0","0"
"2963230","112","41","0 - 20000","0","20000","222","0","260","0","0"
"382330","76","77","0 - 20000","0","20000","196","0","196","0","0"
"1039280","141","12","0 - 20000","0","20000","3","0","3","0","0"
"2957670","78","75","0 - 20000","0","20000","0","0","0","0","0"
"416110","136","17","20000 - 50000","20000","50000","198","0","222","0","0"
"1765520","64","89","20000 - 50000","20000","50000","124","0","124","0","0"
"1903510","129","24","0 - 20000","0","20000","9","0","9","0","0"
"1137490","93","60","0 - 20000","0","20000","299","0","340","0","0"
"2113180","120","33","0 - 20000","0","20000","0","0","0","0","0"
"2241020","110","43","0 - 20000","0","20000","100","0","100","0","3"
"831230","133","20","0 - 20000","0","20000","10","0","13","0","0"
"935840","100","53","50000 - 100000","50000","100000","0","0","0","0","0"
"1288430","111","42","0 - 20000","0","20000","0","0","0","0","0"
"1903730","140","12","0 - 20000","0","20000","24","0","24","0","1"
"1151630","145","7","0 - 20000","0","20000","271","0","271","0","2"
"1395400","144","8","20000 - 50000","20000","50000","0","0","0","0","0"
"880380","90","62","0 - 20000","0","20000","0","0","0","0","0"
"1277210","89","63","0 - 20000","0","20000","22","0","22","0","0"
"1551510","115","37","20000 - 50000","20000","50000","0","0","0","0","1"
"796910","112","40","20000 - 50000","20000","50000","147","0","148","0","0"
"771410","115","37","20000 - 50000","20000","50000","0","0","0","0","0"
"1607670","150","2","0 - 20000","0","20000","28","0","28","0","3"
"1173350","102","50","0 - 20000","0","20000","0","0","0","0","0"
"840610","136","16","0 - 20000","0","20000","29","0","29","0","0"
"1381850","133","19","20000 - 50000","20000","50000","1819","0","1819","0","3"
"526920","98","54","100000 - 200000","100000","200000","352","0","274","0","0"
"816710","113","39","20000 - 50000","20000","50000","62","0","93","0","0"
"2954920","144","8","0 - 20000","0","20000","0","0","0","0","1"
"1178150","138","14","0 - 20000","0","20000","0","0","0","0","1"
"612740","115","37","0 - 20000","0","20000","667","0","667","0","0"
"713160","137","15","0 - 20000","0","20000","450","0","450","0","0"
"1450650","127","25","20000 - 50000","20000","50000","11","0","11","0","0"
"504380","147","5","0 - 20000","0","20000","0","0","0","0","0"
"1562860","119","33","50000 - 100000","50000","100000","0","0","0","0","0"
"2812610","133","19","0 - 20000","0","20000","775","0","775","0","4"
"645720","124","28","0 - 20000","0","20000","0","0","0","0","1"
"2379810","113","39","0 - 20000","0","20000","0","0","0","0","1"
"2735220","83","69","0 - 20000","0","20000","2","0","2","0","3"
"1818230","115","37","0 - 20000","0","20000","56","0","56","0","0"
"2852930","140","12","0 - 20000","0","20000","0","0","0","0","1"
"1597280","85","67","0 - 20000","0","20000","124","0","124","0","0"
"326520","109","43","50000 - 100000","50000","100000","347","0","349","0","0"
"3138570","129","23","0 - 20000","0","20000","58","0","58","0","0"
"1014130","116","36","0 - 20000","0","20000","0","0","0","0","2"
"433210","71","81","50000 - 100000","50000","100000","271","5","249","5","1"
"1188260","108","44","0 - 20000","0","20000","1328","0","2200","0","5"
"3429910","152","0","0 - 20000","0","20000","0","0","0","0","0"
"366380","135","17","20000 - 50000","20000","50000","0","0","0","0","0"
"2669380","148","4","0 - 20000","0","20000","0","0","0","0","33"
"1369720","127","25","20000 - 50000","20000","50000","67","0","129","0","5"
"3583060","144","8","0 - 20000","0","20000","65","0","125","0","4"
"1145570","99","53","20000 - 50000","20000","50000","0","0","0","0","0"
"1740660","72","80","0 - 20000","0","20000","145","0","164","0","0"
"1120400","138","14","0 - 20000","0","20000","374","0","374","0","3"
"1193990","128","24","20000 - 50000","20000","50000","0","0","0","0","0"
"1965190","136","16","0 - 20000","0","20000","71","0","71","0","2"
"2976490","124","28","0 - 20000","0","20000","0","0","0","0","0"
"1892790","125","27","0 - 20000","0","20000","0","0","0","0","0"
"426050","137","15","0 - 20000","0","20000","0","0","0","0","0"
"803150","124","28","20000 - 50000","20000","50000","270","0","270","0","0"
"2158670","140","12","0 - 20000","0","20000","181","0","312","0","7"
"978870","139","13","0 - 20000","0","20000","601","0","601","0","0"
"704190","87","65","0 - 20000","0","20000","4","0","3","0","0"
"500590","124","28","50000 - 100000","50000","100000","173","0","194","0","0"
"736840","114","38","0 - 20000","0","20000","229","0","370","0","0"
"686570","100","52","20000 - 50000","20000","50000","50","0","64","0","0"
"2858370","138","14","0 - 20000","0","20000","365","0","365","0","3"
"945680","107","45","20000 - 50000","20000","50000","0","0","0","0","0"
"2702490","151","0","0 - 20000","0","20000","260","0","260","0","1"
"2213500","141","10","0 - 20000","0","20000","274","0","274","0","3"
"485390","121","30","20000 - 50000","20000","50000","368","0","351","0","0"
"1385210","130","21","0 - 20000","0","20000","0","0","0","0","0"
"1079450","149","2","0 - 20000","0","20000","0","0","0","0","0"
"874450","89","62","0 - 20000","0","20000","99","0","99","0","1"
"3329420","137","14","0 - 20000","0","20000","109","0","143","0","8"
"1192610","110","41","0 - 20000","0","20000","191","0","199","0","0"
"636520","82","69","0 - 20000","0","20000","0","0","0","0","0"
"3077670","132","19","0 - 20000","0","20000","0","0","0","0","0"
"2894980","130","21","0 - 20000","0","20000","0","0","0","0","0"
"1129030","132","19","0 - 20000","0","20000","219","0","243","0","1"
"3154950","137","14","0 - 20000","0","20000","0","0","0","0","0"
"1413580","106","45","100000 - 200000","100000","200000","565","0","1064","0","1"
"1339640","131","20","0 - 20000","0","20000","0","0","0","0","0"
"3145620","146","5","0 - 20000","0","20000","43","0","43","0","0"
"1059230","107","44","0 - 20000","0","20000","134","0","134","0","0"
"2955590","139","12","0 - 20000","0","20000","57","0","57","0","2"
"979310","115","36","50000 - 100000","50000","100000","64","0","64","0","0"
"703620","118","33","20000 - 50000","20000","50000","15","0","15","0","0"
"672710","115","36","20000 - 50000","20000","50000","5","0","5","0","1"
"1383570","146","5","0 - 20000","0","20000","61","0","61","0","4"
"2015700","147","4","20000 - 50000","20000","50000","0","0","0","0","0"
"1236560","142","9","20000 - 50000","20000","50000","0","0","0","0","0"
"474890","102","49","50000 - 100000","50000","100000","505","0","505","0","0"
"678890","44","107","100000 - 200000","100000","200000","163","0","163","0","0"
"1927140","145","6","0 - 20000","0","20000","213","0","213","0","1"
"764500","108","43","0 - 20000","0","20000","388","0","494","0","0"
"2142400","122","29","100000 - 200000","100000","200000","35","0","35","0","0"
"490950","134","17","0 - 20000","0","20000","335","0","370","0","1"
"1047960","141","10","0 - 20000","0","20000","0","0","0","0","0"
"1993450","91","60","20000 - 50000","20000","50000","0","0","0","0","0"
"1065950","98","53","0 - 20000","0","20000","11","0","11","0","0"
"1698340","102","49","0 - 20000","0","20000","0","0","0","0","8"
"380810","136","15","0 - 20000","0","20000","115","0","115","0","0"
"572730","136","15","50000 - 100000","50000","100000","616","0","714","0","2"
"2350310","138","13","0 - 20000","0","20000","285","0","285","0","5"
"2432000","126","25","0 - 20000","0","20000","0","0","0","0","0"
"1534200","139","12","0 - 20000","0","20000","0","0","0","0","3"
"1359110","115","36","0 - 20000","0","20000","0","0","0","0","0"
"1028130","80","71","0 - 20000","0","20000","62","0","62","0","0"
"1085270","106","45","20000 - 50000","20000","50000","0","0","0","0","0"
"757200","120","31","0 - 20000","0","20000","105","0","109","0","2"
"1063190","143","8","0 - 20000","0","20000","0","0","0","0","0"
"980640","101","50","20000 - 50000","20000","50000","0","0","0","0","0"
"1294650","103","48","0 - 20000","0","20000","0","0","0","0","0"
"2143770","144","7","200000 - 500000","200000","500000","2171","0","2138","0","0"
"2886470","106","45","0 - 20000","0","20000","266","0","266","0","1"
"1514370","135","16","20000 - 50000","20000","50000","0","0","0","0","0"
"635060","102","49","0 - 20000","0","20000","123","0","128","0","0"
"1443620","117","34","0 - 20000","0","20000","23","0","23","0","0"
"2161620","118","33","0 - 20000","0","20000","550","0","550","0","1"
"2878720","126","24","20000 - 50000","20000","50000","0","0","0","0","0"
"966720","103","47","20000 - 50000","20000","50000","16","0","28","0","0"
"3047430","140","10","0 - 20000","0","20000","0","0","0","0","0"
"1592490","131","19","0 - 20000","0","20000","0","0","0","0","0"
"1198450","125","25","20000 - 50000","20000","50000","371","0","393","0","0"
"777160","115","35","20000 - 50000","20000","50000","199","0","228","0","0"
"3207880","141","9","0 - 20000","0","20000","144","0","144","0","1"
"3080920","123","27","20000 - 50000","20000","50000","106","0","106","0","0"
"1597580","111","39","0 - 20000","0","20000","206","0","206","0","0"
"1465190","72","78","20000 - 50000","20000","50000","218","0","280","0","2"
"1391450","118","32","0 - 20000","0","20000","0","0","0","0","0"
"2251120","64","86","0 - 20000","0","20000","0","0","0","0","3"
"764510","129","21","50000 - 100000","50000","100000","1921","0","1921","0","0"
"1688750","130","20","0 - 20000","0","20000","0","0","0","0","2"
"1465380","123","27","0 - 20000","0","20000","0","0","0","0","0"
"826160","95","55","20000 - 50000","20000","50000","83","0","156","0","0"
"658530","142","8","0 - 20000","0","20000","779","0","890","0","0"
"812410","133","17","0 - 20000","0","20000","0","0","0","0","0"
"1760240","137","13","0 - 20000","0","20000","0","0","0","0","0"
"726070","43","107","20000 - 50000","20000","50000","69","0","104","0","0"
"1186880","133","17","0 - 20000","0","20000","0","0","0","0","0"
"1890740","118","32","0 - 20000","0","20000","10","0","10","0","0"
"2440890","140","10","0 - 20000","0","20000","0","0","0","0","0"
"592270","146","4","20000 - 50000","20000","50000","113","0","113","0","0"
"1054560","126","24","0 - 20000","0","20000","0","0","0","0","0"
"3359200","136","14","0 - 20000","0","20000","829","0","1522","0","132"
"575580","118","32","0 - 20000","0","20000","226","0","267","0","1"
"1624060","87","63","20000 - 50000","20000","50000","439","0","439","0","0"
"1532360","119","31","0 - 20000","0","20000","0","0","0","0","0"
"637050","65","85","20000 - 50000","20000","50000","0","0","0","0","0"
"992050","135","15","20000 - 50000","20000","50000","0","0","0","0","0"
"1101760","119","31","20000 - 50000","20000","50000","0","0","0","0","0"
"1630910","118","32","0 - 20000","0","20000","0","0","0","0","0"
"2513140","120","30","50000 - 100000","50000","100000","1","0","1","0","0"
"1936360","148","2","0 - 20000","0","20000","177","0","229","0","1"
"2621420","143","7","0 - 20000","0","20000","0","0","0","0","0"
"531890","110","40","20000 - 50000","20000","50000","2","0","3","0","0"
"498470","144","6","20000 - 50000","20000","50000","228","0","228","0","0"
"2076260","147","3","20000 - 50000","20000","50000","0","0","0","0","2"
"1961760","138","12","20000 - 50000","20000","50000","0","0","0","0","1"
"1105890","129","21","0 - 20000","0","20000","15330","0","2634","0","8"
"2507610","138","12","0 - 20000","0","20000","6","0","6","0","4"
"1812420","103","47","20000 - 50000","20000","50000","17","0","26","0","2"
"856600","138","12","0 - 20000","0","20000","0","0","0","0","0"
"2447310","127","23","20000 - 50000","20000","50000","0","0","0","0","0"
"2302080","146","3","0 - 20000","0","20000","7","0","7","0","0"
"1945260","125","24","0 - 20000","0","20000","0","0","0","0","1"
"1211960","118","31","0 - 20000","0","20000","47","0","47","0","0"
"689700","119","30","0 - 20000","0","20000","1614","0","1614","0","0"
"1037960","84","65","20000 - 50000","20000","50000","0","0","0","0","0"
"1930920","116","33","0 - 20000","0","20000","62","0","62","0","1"
"835700","125","24","20000 - 50000","20000","50000","24","0","24","0","1"
"464540","124","25","20000 - 50000","20000","50000","0","0","0","0","2"
"1209990","113","36","0 - 20000","0","20000","0","0","0","0","0"
"674850","137","12","0 - 20000","0","20000","209","0","304","0","0"
"957050","42","107","0 - 20000","0","20000","112","0","127","0","0"
"1302590","93","56","0 - 20000","0","20000","87","0","130","0","1"
"1404190","135","14","0 - 20000","0","20000","0","0","0","0","0"
"1063030","103","46","0 - 20000","0","20000","0","0","0","0","4"
"434740","123","26","0 - 20000","0","20000","184","0","193","0","0"
"892380","130","19","0 - 20000","0","20000","1099","0","1099","0","1"
"2534370","139","10","0 - 20000","0","20000","0","0","0","0","0"
"1023320","114","35","20000 - 50000","20000","50000","0","0","0","0","0"
"954080","99","50","0 - 20000","0","20000","982","0","982","0","0"
"1203560","116","33","0 - 20000","0","20000","0","0","0","0","0"
"456170","114","35","100000 - 200000","100000","200000","0","0","0","0","1"
"435840","139","10","20000 - 50000","20000","50000","186","0","186","0","0"
"952240","94","55","0 - 20000","0","20000","256","0","331","0","0"
"644670","92","57","50000 - 100000","50000","100000","185","0","195","0","0"
"2165690","99","50","0 - 20000","0","20000","0","0","0","0","0"
"1429670","79","70","20000 - 50000","20000","50000","0","0","0","0","0"
"1725440","136","13","50000 - 100000","50000","100000","0","0","0","0","0"
"1956370","142","7","0 - 20000","0","20000","0","0","0","0","0"
"1706570","110","39","0 - 20000","0","20000","0","0","0","0","0"
"2492330","111","38","50000 - 100000","50000","100000","1071","0","1071","0","6"
"2179860","129","20","0 - 20000","0","20000","283","81","283","81","1"
"960040","125","24","0 - 20000","0","20000","108","0","108","0","5"
"1354300","89","60","50000 - 100000","50000","100000","0","0","0","0","3"
"2425920","141","8","0 - 20000","0","20000","20","0","20","0","0"
"757630","85","64","20000 - 50000","20000","50000","1","0","1","0","0"
"379420","122","27","0 - 20000","0","20000","20","0","20","0","0"
"770400","66","83","20000 - 50000","20000","50000","0","0","0","0","0"
"428610","81","68","0 - 20000","0","20000","33","0","33","0","1"
"2864830","112","37","20000 - 50000","20000","50000","52","0","52","0","1"
"640800","109","40","0 - 20000","0","20000","0","0","0","0","0"
"750210","100","49","0 - 20000","0","20000","1","0","1","0","0"
"985400","106","43","20000 - 50000","20000","50000","23","0","23","0","0"
"464800","83","66","100000 - 200000","100000","200000","1282","0","1282","0","3"
"869060","57","92","20000 - 50000","20000","50000","83","0","83","0","0"
"436000","113","36","0 - 20000","0","20000","141","0","207","0","0"
"603930","108","41","0 - 20000","0","20000","35","0","45","0","0"
"1495940","140","9","50000 - 100000","50000","100000","0","0","0","0","2"
"2422210","147","2","0 - 20000","0","20000","33","0","33","0","0"
"832540","108","41","50000 - 100000","50000","100000","0","0","0","0","2"
"555320","115","34","20000 - 50000","20000","50000","266","0","266","0","0"
"879050","126","23","0 - 20000","0","20000","0","0","0","0","1"
"2633170","119","30","0 - 20000","0","20000","0","0","0","0","17"
"526880","70","79","100000 - 200000","100000","200000","195","0","208","0","0"
"1283770","55","94","0 - 20000","0","20000","85","0","85","0","0"
"581820","102","47","100000 - 200000","100000","200000","209","0","210","0","0"
"2797440","140","9","0 - 20000","0","20000","0","0","0","0","0"
"697860","132","17","0 - 20000","0","20000","38","0","38","0","3"
"1874660","74","75","20000 - 50000","20000","50000","0","0","0","0","0"
"2430160","127","22","0 - 20000","0","20000","121","0","121","0","1"
"657590","72","77","20000 - 50000","20000","50000","236","0","224","0","0"
"1401400","60","89","0 - 20000","0","20000","428","0","428","0","0"
"463160","116","32","50000 - 100000","50000","100000","0","0","0","0","0"
"1112620","71","77","0 - 20000","0","20000","0","0","0","0","0"
"1937620","112","36","0 - 20000","0","20000","1354","0","2154","0","8"
"305760","141","7","0 - 20000","0","20000","0","0","0","0","0"
"977640","98","50","0 - 20000","0","20000","14","0","23","0","0"
"2813380","127","21","0 - 20000","0","20000","0","0","0","0","0"
"1379110","124","24","20000 - 50000","20000","50000","20","0","20","0","1"
"2379030","130","18","0 - 20000","0","20000","0","0","0","0","3"
"638930","134","14","0 - 20000","0","20000","1272","0","1272","0","1"
"470060","115","33","20000 - 50000","20000","50000","65","0","85","0","0"
"2855480","110","38","0 - 20000","0","20000","0","0","0","0","1"
"1016720","99","49","0 - 20000","0","20000","169","0","169","0","0"
"2425290","116","32","0 - 20000","0","20000","94","0","183","0","0"
"1453940","84","64","20000 - 50000","20000","50000","0","0","0","0","0"
"591360","129","19","50000 - 100000","50000","100000","33","0","33","0","0"
"2120070","145","3","0 - 20000","0","20000","0","0","0","0","4"
"1512390","135","13","20000 - 50000","20000","50000","0","0","0","0","0"
"1132690","79","69","0 - 20000","0","20000","404","0","404","0","0"
"682970","51","97","50000 - 100000","50000","100000","7","0","7","0","0"
"1449230","116","32","0 - 20000","0","20000","322","0","322","0","0"
"458560","49","99","100000 - 200000","100000","200000","20","0","26","0","3"
"2494340","117","31","0 - 20000","0","20000","3040","0","3040","0","40"
"1892140","146","2","0 - 20000","0","20000","139","0","139","0","4"
"1457740","133","15","50000 - 100000","50000","100000","296","0","303","0","0"
"1327020","141","7","0 - 20000","0","20000","0","0","0","0","0"
"1447350","142","6","0 - 20000","0","20000","0","0","0","0","0"
"1973320","123","25","20000 - 50000","20000","50000","0","0","0","0","0"
"1727420","142","6","0 - 20000","0","20000","382","0","235","0","3"
"1425130","139","9","20000 - 50000","20000","50000","390","0","390","0","0"
"3032630","137","11","0 - 20000","0","20000","0","0","0","0","0"
"1778500","144","4","0 - 20000","0","20000","0","0","0","0","0"
"759000","136","12","20000 - 50000","20000","50000","62","0","62","0","0"
"1636850","137","11","50000 - 100000","50000","100000","0","0","0","0","0"
"339830","88","60","20000 - 50000","20000","50000","0","0","0","0","0"
"447950","141","7","20000 - 50000","20000","50000","209","0","217","0","0"
"1252250","117","31","50000 - 100000","50000","100000","0","0","0","0","0"
"3061900","133","15","0 - 20000","0","20000","161","0","161","0","1"
"2732490","124","24","0 - 20000","0","20000","73","0","73","0","0"
"2992180","140","8","0 - 20000","0","20000","0","0","0","0","0"
"923890","97","51","20000 - 50000","20000","50000","5","0","5","0","0"
"2069760","144","4","20000 - 50000","20000","50000","0","0","0","0","0"
"2184010","146","2","0 - 20000","0","20000","0","0","0","0","0"
"1159540","99","49","0 - 20000","0","20000","44","0","63","0","0"
"1177000","109","39","0 - 20000","0","20000","168","0","168","0","3"
"755080","81","67","100000 - 200000","100000","200000","0","0","0","0","0"
"1883840","119","29","20000 - 50000","20000","50000","0","0","0","0","0"
"1619330","105","43","0 - 20000","0","20000","0","0","0","0","0"
"581600","87","61","20000 - 50000","20000","50000","244","0","255","0","0"
"1420080","122","26","0 - 20000","0","20000","0","0","0","0","0"
"615730","118","29","20000 - 50000","20000","50000","37","0","37","0","1"
"2649230","116","31","0 - 20000","0","20000","31","0","31","0","0"
"522660","61","86","20000 - 50000","20000","50000","22","0","22","0","5"
"2451320","77","70","0 - 20000","0","20000","39","0","54","0","0"
"670490","26","121","0 - 20000","0","20000","0","0","0","0","0"
"3200460","133","14","0 - 20000","0","20000","0","0","0","0","1"
"1228360","136","11","0 - 20000","0","20000","0","0","0","0","2"
"1918540","111","36","0 - 20000","0","20000","93","0","93","0","10"
"1412580","129","18","0 - 20000","0","20000","0","0","0","0","0"
"1975340","103","44","0 - 20000","0","20000","1546","0","1668","0","1"
"1939940","131","16","0 - 20000","0","20000","0","0","0","0","0"
"581220","52","95","0 - 20000","0","20000","0","0","0","0","0"
"3320800","124","23","0 - 20000","0","20000","587","0","587","0","8"
"527470","117","30","20000 - 50000","20000","50000","0","0","0","0","0"
"1673000","114","33","20000 - 50000","20000","50000","0","0","0","0","0"
"817660","88","59","20000 - 50000","20000","50000","1529","0","2823","0","0"
"1865130","136","11","20000 - 50000","20000","50000","0","0","0","0","0"
"1401150","120","27","50000 - 100000","50000","100000","0","0","0","0","0"
"528580","130","17","50000 - 100000","50000","100000","8","0","8","0","0"
"1509060","129","18","200000 - 500000","200000","500000","0","0","0","0","38"
"811550","63","84","0 - 20000","0","20000","106","0","116","0","0"
"1047680","138","9","0 - 20000","0","20000","0","0","0","0","0"
"749540","69","78","0 - 20000","0","20000","0","0","0","0","0"
"676440","122","25","20000 - 50000","20000","50000","9","0","17","0","0"
"3073580","108","39","0 - 20000","0","20000","265","0","265","0","4"
"819650","54","93","0 - 20000","0","20000","4804","0","4804","0","0"
"1273750","140","7","0 - 20000","0","20000","214","0","314","0","0"
"646470","131","16","0 - 20000","0","20000","2013","0","2013","0","0"
"978960","111","36","0 - 20000","0","20000","0","0","0","0","62"
"1551570","114","33","20000 - 50000","20000","50000","54","0","54","0","1"
"443020","115","32","20000 - 50000","20000","50000","4766","0","5322","0","2"
"1923690","131","16","0 - 20000","0","20000","1200","0","1200","0","6"
"3360110","98","49","0 - 20000","0","20000","0","0","0","0","1"
"1151720","100","47","20000 - 50000","20000","50000","0","0","0","0","0"
"589460","101","46","20000 - 50000","20000","50000","59","0","76","0","0"
"1170720","128","19","0 - 20000","0","20000","27","0","27","0","1"
"2428420","136","11","0 - 20000","0","20000","0","0","0","0","1"
"906740","109","38","20000 - 50000","20000","50000","658","0","658","0","0"
"1870140","115","32","20000 - 50000","20000","50000","1168","0","1324","0","3"
"2374590","146","1","0 - 20000","0","20000","0","0","0","0","0"
"370670","139","8","50000 - 100000","50000","100000","386","0","506","0","0"
"1643100","122","25","0 - 20000","0","20000","10","0","10","0","0"
"2588610","99","48","0 - 20000","0","20000","77","0","77","0","0"
"1566540","122","25","0 - 20000","0","20000","0","0","0","0","1"
"2700230","128","19","20000 - 50000","20000","50000","0","0","0","0","0"
"462110","66","81","50000 - 100000","50000","100000","329","0","351","0","0"
"1113880","94","53","20000 - 50000","20000","50000","0","0","0","0","0"
"391600","98","49","100000 - 200000","100000","200000","238","0","272","0","0"
"1150620","115","32","0 - 20000","0","20000","0","0","0","0","0"
"1064660","118","29","20000 - 50000","20000","50000","0","0","0","0","0"
"2742750","126","21","0 - 20000","0","20000","0","0","0","0","0"
"1417490","107","40","50000 - 100000","50000","100000","0","0","0","0","0"
"598940","98","49","20000 - 50000","20000","50000","232","0","221","0","0"
"891480","81","66","20000 - 50000","20000","50000","0","0","0","0","2"
"1462520","131","16","0 - 20000","0","20000","69","0","69","0","0"
"1885540","121","26","20000 - 50000","20000","50000","0","0","0","0","0"
"1015480","100","47","0 - 20000","0","20000","37","0","37","0","0"
"1617480","116","31","0 - 20000","0","20000","84","0","87","0","0"
"1367320","120","27","0 - 20000","0","20000","538","0","538","0","9"
"2925970","132","15","0 - 20000","0","20000","142","0","217","0","6"
"2456280","113","34","0 - 20000","0","20000","54","0","54","0","0"
"384200","108","39","0 - 20000","0","20000","59","0","59","0","0"
"1118070","127","19","0 - 20000","0","20000","12","0","12","0","0"
"425240","99","47","20000 - 50000","20000","50000","117","0","136","0","0"
"1787760","137","9","0 - 20000","0","20000","0","0","0","0","0"
"782300","98","48","20000 - 50000","20000","50000","0","0","0","0","0"
"2010830","123","23","0 - 20000","0","20000","0","0","0","0","0"
"1608590","121","25","0 - 20000","0","20000","65","0","75","0","1"
"3333890","137","9","20000 - 50000","20000","50000","0","0","0","0","1"
