"app_id","rawg_rating","rawg_ratings_count","rawg_added","rawg_id","rawg_score","rawg_status_yet","rawg_status_owned","rawg_status_beaten","rawg_status_toplay","rawg_status_dropped","rawg_status_playing"
"1394480","0.0","0","10","670699.0","102.570984","3","3","0","4","0","0"
"660520","0.0","1","138","45826.0","73.63727","2","135","0","0","1","0"
"1667160","0.0","0","2","638764.0","93.24924","1","1","0","0","0","0"
"2671010","0.0","1","1","1000079.0","57.62777","0","0","0","0","1","0"
"897380","0.0","1","13","60548.0","75.25643","0","11","0","1","1","0"
"414370","0.0","2","116","10531.0","88.12986","2","111","0","2","1","0"
"1313310","0.0","0","0","413123.0","70.53486","0","0","0","0","0","0"
"2250340","0.0","0","3","914891.0","56.851807","0","3","0","0","0","0"
"556230","0.0","1","28","11551.0","104.581024","0","28","0","0","0","0"
"2834320","0.0","0","1","989548.0","57.55172","0","1","0","0","0","0"
"2324230","0.0","0","1","945004.0","64.67645","0","0","0","0","0","1"
"739690","0.0","2","35","49709.0","62.703457","0","34","0","0","1","0"
"1360670","0.0","0","2","491296.0","58.256535","0","1","0","1","0","0"
"994260","0.0","0","0","288737.0","65.600296","0","0","0","0","0","0"
"1296980","0.0","1","43","576501.0","73.74989","1","35","0","6","0","1"
"1420640","0.0","0","0","284332.0","21.922844","0","0","0","0","0","0"
"1333300","0.0","0","0","963251.0","68.93394","0","0","0","0","0","0"
"873560","2.09","11","140","244885.0","85.790985","0","131","8","0","1","0"
"3078920","0.0","0","0","996387.0","65.52445","0","0","0","0","0","0"
"807230","0.0","1","21","60147.0","65.87486","0","21","0","0","0","0"
"1220100","0.0","0","0","381653.0","67.16356","0","0","0","0","0","0"
"1057740","0.0","0","1","308117.0","55.888416","0","1","0","0","0","0"
"2303810","0.0","0","3","960788.0","89.91383","1","2","0","0","0","0"
"558490","0.0","0","26","46204.0","91.00998","0","26","0","0","0","0"
"786570","0.0","2","123","64455.0","69.76926","0","122","0","0","1","0"
"2810830","0.0","0","1","991353.0","75.83467","0","1","0","0","0","0"
"2000210","0.0","2","9","993849.0","98.41018","4","0","3","1","1","0"
"917920","0.0","2","8","60373.0","58.635483","1","1","0","4","2","0"
"406110","2.29","7","279","1619.0","89.466225","17","258","0","4","0","0"
"1365030","0.0","0","0","491540.0","94.21223","0","0","0","0","0","0"
"1571960","0.0","0","4","589141.0","53.498077","1","3","0","0","0","0"
"993680","0.0","0","0","272493.0","104.127686","0","0","0","0","0","0"
"2955220","0.0","2","71","10846.0","64.44837","8","59","1","3","0","0"
"1586150","0.0","0","0","694412.0","56.74054","0","0","0","0","0","0"
"1707560","0.0","0","0","743706.0","35.01357","0","0","0","0","0","0"
"1188900","0.0","2","19","616674.0","51.117508","1","9","1","6","2","0"
"793050","0.0","0","119","63963.0","103.5785","0","118","0","0","0","1"
"1818610","0.0","0","0","926707.0","69.84543","0","0","0","0","0","0"
"502100","0.0","4","80","13106.0","78.41079","1","73","2","3","1","0"
"336030","0.0","3","235","14553.0","80.365295","13","219","0","0","2","1"
"2077870","0.0","0","0","831888.0","53.841667","0","0","0","0","0","0"
"1021850","0.0","0","0","290077.0","89.81671","0","0","0","0","0","0"
"943810","0.0","0","0","981672.0","33.768867","0","0","0","0","0","0"
"3090860","0.0","0","2","91681.0","61.264828","1","1","0","0","0","0"
"1714440","0.0","0","0","672415.0","54.207317","0","0","0","0","0","0"
"2397500","0.0","4","154","961019.0","126.174034","14","127","4","5","3","1"
"727530","0.0","4","96","49074.0","67.433174","1","90","1","2","2","0"
"433290","0.0","5","20","35147.0","67.86435","2","13","2","3","0","0"
"434130","0.0","1","19","19846.0","84.616165","0","18","0","1","0","0"
"990030","0.0","2","20","275717.0","58.211746","3","15","1","0","1","0"
"598480","0.0","4","79","23735.0","64.04831","4","70","1","3","1","0"
"1823990","0.0","0","2","996511.0","47.96399","1","0","1","0","0","0"
"1301850","0.0","1","43","491623.0","53.39382","0","43","0","0","0","0"
"2323980","2.43","23","600","14022.0","61.500732","21","551","7","8","12","1"
"1745260","0.0","0","2","961534.0","74.231964","0","2","0","0","0","0"
"1452020","0.0","0","0","452571.0","21.427536","0","0","0","0","0","0"
"1269310","0.0","2","64","982538.0","42.280136","1","61","1","0","1","0"
"2178560","0.0","1","5","869681.0","54.068333","0","4","0","1","0","0"
"1584680","0.0","0","5","977256.0","63.740967","0","4","0","1","0","0"
"2341330","0.0","2","6","960002.0","60.451904","0","2","3","1","0","0"
"1543590","0.0","2","232","570139.0","60.815887","1","229","0","0","2","0"
"1044170","0.0","0","8","301611.0","56.450863","0","7","0","1","0","0"
"885440","0.0","2","85","16807.0","18.80108","1","83","1","0","0","0"
"1445310","3.12","23","1011","11061.0","23.811293","50","902","7","26","21","5"
"446830","0.0","4","82","20005.0","79.914","4","73","2","3","0","0"
"676730","0.0","2","72","45187.0","70.97808","0","70","1","1","0","0"
"1036260","0.0","0","69","351476.0","75.730804","1","68","0","0","0","0"
"3328700","0.0","0","0","994049.0","79.23631","0","0","0","0","0","0"
"453990","0.0","3","47","18906.0","73.45538","0","43","1","0","3","0"
"672000","0.0","1","126","44275.0","82.310165","0","126","0","0","0","0"
"2891940","0.0","0","0","639081.0","71.6912","0","0","0","0","0","0"
"1341220","0.0","0","1","491938.0","57.678093","0","0","1","0","0","0"
"1691480","0.0","0","0","755041.0","58.552727","0","0","0","0","0","0"
"674190","2.67","8","79","22671.0","74.70548","6","64","1","2","6","0"
"1073870","0.0","0","4","312646.0","57.10965","2","1","0","1","0","0"
"1442650","0.0","0","22","971205.0","90.67913","1","21","0","0","0","0"
"355510","0.0","0","178","20527.0","70.70025","1","177","0","0","0","0"
"861590","0.0","0","0","656670.0","28.486313","0","0","0","0","0","0"
"1386870","0.0","1","54","608574.0","101.74288","4","49","0","1","0","0"
"989490","0.0","0","0","274813.0","53.47497","0","0","0","0","0","0"
"1106180","0.0","0","0","393826.0","6.801669","0","0","0","0","0","0"
"1732340","0.0","1","11","776302.0","55.353813","0","8","0","2","1","0"
"1097770","0.0","1","83","350424.0","79.370026","1","81","0","1","0","0"
"1740140","0.0","0","0","221769.0","47.749718","0","0","0","0","0","0"
"449640","0.0","3","48","23271.0","52.27227","4","37","2","1","4","0"
"2759770","0.0","0","0","975962.0","49.403893","0","0","0","0","0","0"
"3001200","0.0","0","0","989039.0","97.854256","0","0","0","0","0","0"
"2489510","0.0","0","0","964801.0","97.577126","0","0","0","0","0","0"
"712180","2.14","7","172","46750.0","57.512405","23","146","0","2","1","0"
"494470","0.0","1","13","16334.0","51.751045","2","9","2","0","0","0"
"2406110","2.58","43","796","16709.0","28.902485","39","729","16","4","7","1"
"552060","3.0","7","77","60182.0","29.695116","5","57","7","3","5","0"
"1101420","0.0","0","3","349322.0","49.989906","0","3","0","0","0","0"
"885120","0.0","0","5","61981.0","85.98885","0","4","0","1","0","0"
"2246400","0.0","0","0","575172.0","67.299034","0","0","0","0","0","0"
"1779760","0.0","0","0","964156.0","62.907383","0","0","0","0","0","0"
"500690","0.0","0","134","15208.0","69.75739","1","133","0","0","0","0"
"986990","0.0","0","1","268432.0","54.676662","0","0","1","0","0","0"
"534230","0.0","0","17","15015.0","68.50673","1","15","0","0","1","0"
"3196570","4.14","22","161","40922.0","31.4025","3","133","8","3","13","1"
"2176930","0.0","0","25","850700.0","62.245644","3","14","0","7","1","0"
"2087910","0.0","0","6","787945.0","49.34048","0","6","0","0","0","0"
"509540","0.0","2","48","11914.0","85.42356","4","44","0","0","0","0"
"1342740","0.0","1","34","491831.0","52.5124","1","30","0","2","1","0"
"863560","0.0","0","2","61935.0","61.58213","0","2","0","0","0","0"
"916180","0.0","1","144","63399.0","19.969334","0","144","0","0","0","0"
"928610","0.0","1","1","61695.0","59.039497","0","0","1","0","0","0"
"448540","0.0","2","42","15718.0","54.11479","2","39","0","1","0","0"
"1617270","0.0","0","14","622577.0","57.483856","0","13","0","1","0","0"
"500420","0.0","2","10","9933.0","54.765636","0","9","0","0","1","0"
"3572580","0.0","0","1","1002544.0","57.1754","0","0","0","1","0","0"
"1489500","0.0","0","0","568867.0","116.27049","0","0","0","0","0","0"
"603330","0.0","1","30","23368.0","60.94127","3","26","0","1","0","0"
"568830","0.0","0","27","12107.0","68.188705","0","27","0","0","0","0"
"662680","0.0","0","9","45377.0","58.471123","0","7","0","2","0","0"
"1410440","0.0","0","7","741540.0","53.152184","0","6","0","1","0","0"
"1864070","0.0","0","0","760158.0","78.42996","0","0","0","0","0","0"
"564940","3.23","13","165","1438.0","70.91451","17","123","5","11","9","0"
"1607310","0.0","0","0","649032.0","88.21956","0","0","0","0","0","0"
"883020","0.0","1","5","59060.0","48.500122","0","3","0","1","1","0"
"1329320","0.0","2","45","429374.0","58.17272","2","40","1","1","1","0"
"1715350","0.0","0","50","835142.0","64.25629","1","46","0","2","0","1"
"2555580","0.0","0","0","968194.0","61.390083","0","0","0","0","0","0"
"1465050","0.0","0","17","684935.0","54.716408","2","13","0","2","0","0"
"1047240","0.0","0","2","306155.0","113.459045","2","0","0","0","0","0"
"1779710","0.0","0","1","681419.0","83.25747","0","0","1","0","0","0"
"1600910","0.0","0","0","988429.0","64.93927","0","0","0","0","0","0"
"1592740","0.0","1","13","622651.0","68.80524","1","9","0","2","1","0"
"3016520","0.0","0","0","996589.0","75.869965","0","0","0","0","0","0"
"3040820","0.0","0","0","986053.0","59.98982","0","0","0","0","0","0"
"758560","0.0","3","129","51709.0","68.01085","0","128","0","0","1","0"
"1192910","0.0","0","3","970191.0","120.07471","1","2","0","0","0","0"
"796900","0.0","3","104","64220.0","135.19498","0","102","1","0","1","0"
"338640","0.0","1","14","12033.0","56.385166","1","12","1","0","0","0"
"3265070","0.0","0","4","1003599.0","98.40811","0","1","0","2","1","0"
"1399690","0.0","5","26","674336.0","61.191906","3","14","1","4","3","1"
"579920","2.95","42","678","430254.0","20.773968","17","609","14","5","30","3"
"1059850","0.0","0","0","650779.0","55.91832","0","0","0","0","0","0"
"465660","0.0","0","14","13283.0","70.73584","1","13","0","0","0","0"
"1581500","0.0","0","16","46395.0","53.402775","0","16","0","0","0","0"
"2875090","0.0","0","0","978983.0","63.171146","0","0","0","0","0","0"
"2516170","0.0","1","4","989565.0","105.1584","0","2","2","0","0","0"
"611230","0.0","1","7","60554.0","97.19114","0","6","0","1","0","0"
"1299790","0.0","0","0","916243.0","58.739346","0","0","0","0","0","0"
"1982310","0.0","0","0","361728.0","0.7522888","0","0","0","0","0","0"
"736720","0.0","0","3","59965.0","60.237793","0","3","0","0","0","0"
"1708770","0.0","0","4","993587.0","56.64614","1","1","0","2","0","0"
"2676540","0.0","0","7","829688.0","57.092365","1","4","0","2","0","0"
"1676860","0.0","1","2","972943.0","55.64115","0","0","0","1","1","0"
"1095520","0.0","0","0","349410.0","36.57647","0","0","0","0","0","0"
"595100","0.0","3","41","11606.0","52.77353","0","38","0","2","1","0"
"1433890","0.0","0","0","507169.0","71.52316","0","0","0","0","0","0"
"1868070","0.0","1","28","964005.0","117.122826","1","26","0","1","0","0"
"2077720","0.0","1","4","889934.0","86.2843","0","1","2","1","0","0"
"2232180","0.0","0","0","804867.0","42.384888","0","0","0","0","0","0"
"895600","0.0","0","14","60221.0","47.42153","0","12","1","1","0","0"
"501950","0.0","1","128","17435.0","68.37088","0","127","0","1","0","0"
"765180","0.0","3","9","50810.0","117.081184","0","8","0","0","1","0"
"689350","0.0","3","66","45079.0","79.90659","0","64","1","0","1","0"
"705370","0.0","1","121","51801.0","67.72866","0","121","0","0","0","0"
"1267260","0.0","2","24","428976.0","63.912437","3","18","0","3","0","0"
"1513840","0.0","0","0","571746.0","98.88777","0","0","0","0","0","0"
"1328490","0.0","0","1","546477.0","73.91783","0","1","0","0","0","0"
"377980","0.0","0","49","12979.0","48.979935","0","48","0","1","0","0"
"1670120","0.0","0","2","761364.0","54.201195","0","2","0","0","0","0"
"443530","0.0","4","182","14186.0","107.2804","2","178","1","0","1","0"
"1377920","4.1","10","45","36525.0","80.51985","2","25","4","5","8","1"
"707400","0.0","2","65","46231.0","73.5029","0","65","0","0","0","0"
"944340","4.1","10","41","21846.0","52.44685","5","20","10","5","1","0"
"1961390","0.0","1","47","816394.0","69.18531","5","38","2","2","0","0"
"753990","2.12","7","142","49914.0","95.24231","3","135","1","0","3","0"
"1712950","0.0","0","0","695932.0","54.32646","0","0","0","0","0","0"
"2886550","0.0","0","0","991268.0","77.34025","0","0","0","0","0","0"
"1482640","0.0","0","2","650988.0","47.069073","0","2","0","0","0","0"
"1099440","2.99","147","1897","9603.0","38.62032","97","1679","14","20","72","15"
"2546640","0.0","0","1","965337.0","81.44479","0","1","0","0","0","0"
"2879090","0.0","0","1","983331.0","98.772354","0","1","0","0","0","0"
"489070","0.0","2","110","16197.0","47.696953","1","105","0","3","1","0"
"1656600","0.0","0","11","624383.0","57.51015","0","7","2","2","0","0"
"1121140","0.0","0","133","45374.0","13.572281","0","133","0","0","0","0"
"858860","0.0","0","17","263593.0","60.189156","1","16","0","0","0","0"
"1669340","0.0","0","0","721007.0","102.94103","0","0","0","0","0","0"
"2585530","0.0","0","0","688864.0","18.601852","0","0","0","0","0","0"
"769690","0.0","2","69","50892.0","66.48123","0","68","1","0","0","0"
"3382220","0.0","0","3","41910.0","50.0434","0","1","0","2","0","0"
"2096620","0.0","0","13","960573.0","56.6706","2","7","0","4","0","0"
"797620","0.0","4","44","52228.0","51.085278","2","35","4","2","0","1"
"1793150","0.0","0","0","411670.0","53.50394","0","0","0","0","0","0"
"2850110","0.0","0","0","996074.0","53.762302","0","0","0","0","0","0"
"3095600","0.0","0","1","994221.0","100.00013","0","1","0","0","0","0"
"3097330","0.0","0","0","988221.0","47.386215","0","0","0","0","0","0"
"1899710","0.0","0","3","748692.0","80.91807","1","1","0","1","0","0"
"612060","0.0","0","0","321291.0","54.474903","0","0","0","0","0","0"
"907710","0.0","0","70","351759.0","81.67258","4","58","0","7","1","0"
"548240","0.0","1","73","364959.0","67.97662","3","66","0","3","1","0"
"622830","3.86","37","135","22223.0","66.71617","4","86","20","3","22","0"
"1647390","0.0","3","42","748714.0","98.606384","22","17","1","0","1","1"
"1337270","0.0","0","2","490841.0","53.916763","0","0","0","2","0","0"
"680690","0.0","2","103","44849.0","86.674736","0","100","2","0","1","0"
"445870","2.88","8","159","22124.0","74.7108","10","138","1","7","3","0"
"1232590","0.0","0","8","427919.0","65.97672","1","7","0","0","0","0"
"1526870","0.0","0","11","934507.0","57.265434","1","10","0","0","0","0"
"573210","0.0","5","115","15039.0","75.97952","1","114","0","0","0","0"
"656070","0.0","0","134","45520.0","81.39303","0","134","0","0","0","0"
"595780","0.0","1","126","9695.0","111.68525","2","124","0","0","0","0"
"747240","0.0","0","117","64281.0","113.822556","0","117","0","0","0","0"
"1869980","0.0","1","9","745771.0","103.511665","0","6","1","2","0","0"
"1952520","0.0","2","10","967144.0","65.700485","6","1","2","0","1","0"
"1030580","0.0","1","8","260787.0","64.08064","3","1","2","0","0","2"
"1677090","0.0","0","0","796571.0","42.930992","0","0","0","0","0","0"
"1865510","0.0","0","1","879625.0","105.22211","0","1","0","0","0","0"
"1287000","0.0","0","17","449208.0","71.807526","1","16","0","0","0","0"
"2519420","0.0","0","0","259369.0","60.578533","0","0","0","0","0","0"
"2541590","0.0","0","1","965138.0","58.084267","1","0","0","0","0","0"
"563340","0.0","1","21","15459.0","52.75599","0","21","0","0","0","0"
"1030060","3.18","11","61","307193.0","67.92163","5","29","4","19","3","1"
"1710740","0.0","0","0","980962.0","39.60524","0","0","0","0","0","0"
"3108790","0.0","0","0","1000392.0","60.59289","0","0","0","0","0","0"
"2634560","0.0","0","2","986409.0","57.55175","0","1","0","1","0","0"
"1588340","0.0","0","0","748856.0","18.639355","0","0","0","0","0","0"
"3050140","0.0","0","1","992925.0","108.3798","0","1","0","0","0","0"
"369230","2.2","65","617","23754.0","109.86563","27","534","9","2","43","2"
"543170","0.0","1","121","16035.0","85.713135","2","118","0","0","1","0"
"1355880","0.0","0","0","492282.0","101.68493","0","0","0","0","0","0"
"1185820","0.0","0","11","427656.0","55.142868","0","11","0","0","0","0"
"614090","0.0","4","278","47330.0","75.471985","14","262","0","2","0","0"
"2659150","0.0","0","0","971713.0","50.662277","0","0","0","0","0","0"
"1011130","0.0","0","0","202345.0","82.08113","0","0","0","0","0","0"
"375580","0.0","2","164","18532.0","68.5027","0","164","0","0","0","0"
"2012610","0.0","0","3","614465.0","53.533825","0","2","0","1","0","0"
"2239520","0.0","0","0","973112.0","64.363266","0","0","0","0","0","0"
"675210","0.0","0","44","45138.0","64.324265","1","43","0","0","0","0"
"1009950","0.0","0","2","282883.0","52.50486","1","1","0","0","0","0"
"1604280","0.0","0","10","709112.0","43.55565","0","8","0","1","1","0"
"567040","0.0","1","132","14215.0","76.85469","0","131","0","0","1","0"
"2459860","0.0","0","1","986772.0","83.22914","0","1","0","0","0","0"
"1716600","0.0","1","3","951993.0","54.1985","0","1","0","1","1","0"
"1232330","0.0","0","0","415253.0","67.82589","0","0","0","0","0","0"
"2899090","0.0","0","0","988719.0","65.07466","0","0","0","0","0","0"
"1479960","0.0","0","0","128984.0","58.421375","0","0","0","0","0","0"
"1116770","0.0","4","56","259784.0","78.00515","22","22","3","7","2","0"
"1547340","0.0","0","0","566499.0","49.409843","0","0","0","0","0","0"
"2411980","0.0","0","2","978911.0","55.365005","0","1","0","1","0","0"
"2158030","0.0","3","7","990762.0","62.52567","0","2","1","0","2","2"
"578830","0.0","1","82","9514.0","71.12517","1","81","0","0","0","0"
"982700","0.0","0","20","268444.0","53.53434","1","19","0","0","0","0"
"1219540","0.0","0","0","311174.0","63.871437","0","0","0","0","0","0"
"1360550","3.0","6","69","491420.0","77.2754","15","40","4","8","2","0"
"477180","0.0","0","98","14767.0","63.356354","0","98","0","0","0","0"
"1649130","0.0","0","4","960267.0","54.85632","0","4","0","0","0","0"
"681640","0.0","0","0","984634.0","57.449593","0","0","0","0","0","0"
"921970","0.0","0","1","61103.0","60.651764","0","1","0","0","0","0"
"786670","0.0","1","58","51742.0","83.320076","0","57","1","0","0","0"
"3236010","0.0","0","1","996405.0","57.551743","0","1","0","0","0","0"
"570580","0.0","4","57","22799.0","82.500084","6","39","3","4","5","0"
"1285560","0.0","3","26","485212.0","93.34057","1","21","0","2","1","1"
"513690","0.0","3","50","59088.0","71.247444","1","46","2","0","1","0"
"569630","0.0","0","8","45402.0","87.33144","0","8","0","0","0","0"
"2128140","2.56","43","477","1312.0","25.763521","22","405","9","8","31","2"
"460510","0.0","2","141","15482.0","70.74751","3","137","1","0","0","0"
"2228390","0.0","0","12","961278.0","113.88405","1","5","1","5","0","0"
"1603500","0.0","0","1","894497.0","66.49221","0","1","0","0","0","0"
"1783620","3.07","14","86","627526.0","28.739626","6","58","11","7","4","0"
"463800","0.0","1","46","12948.0","56.315243","0","46","0","0","0","0"
"965620","0.0","0","16","32803.0","57.000057","2","12","0","1","1","0"
"2973820","0.0","0","0","982284.0","58.003555","0","0","0","0","0","0"
"3187550","0.0","0","1","991352.0","62.893505","0","1","0","0","0","0"
"1137020","0.0","0","9","367095.0","62.906162","0","9","0","0","0","0"
"496490","0.0","1","4","11853.0","61.621605","1","3","0","0","0","0"
"754840","0.0","0","10","50606.0","61.849785","1","9","0","0","0","0"
"1571460","0.0","4","19","574765.0","71.130226","1","12","0","2","4","0"
"844140","0.0","3","61","64817.0","129.90677","0","60","1","0","0","0"
"726760","1.53","33","757","19769.0","30.058107","22","723","5","0","7","0"
"564960","2.17","5","151","15444.0","78.61273","10","135","0","5","1","0"
"820790","0.0","0","134","62004.0","111.562515","1","131","1","0","1","0"
"909100","0.0","1","0","380795.0","54.154682","0","0","0","0","0","0"
"3089290","0.0","0","0","985808.0","85.44245","0","0","0","0","0","0"
"711210","0.0","3","83","46588.0","61.424625","0","82","1","0","0","0"
"1987060","0.0","0","0","799300.0","89.7217","0","0","0","0","0","0"
"428350","0.0","4","67","17131.0","75.548515","1","64","1","0","1","0"
"2398630","0.0","1","3","975420.0","69.79138","2","0","0","0","1","0"
"2589440","3.96","154","1540","581104.0","33.377098","22","1254","94","27","91","52"
"1816950","0.0","2","5","959742.0","84.88392","0","2","2","1","0","0"
"606920","0.0","0","4","10097.0","97.48941","0","4","0","0","0","0"
"1783510","0.0","2","4","692680.0","43.847538","0","1","2","1","0","0"
"1804500","0.0","0","0","969104.0","79.19461","0","0","0","0","0","0"
"580420","0.0","3","132","14190.0","123.278496","1","129","1","0","1","0"
"1590190","0.0","0","0","836555.0","81.28349","0","0","0","0","0","0"
"710070","0.0","2","34","46414.0","54.796032","0","32","2","0","0","0"
"1480030","0.0","0","0","557733.0","58.322845","0","0","0","0","0","0"
"464900","0.0","0","33","19715.0","54.291477","0","28","0","3","1","1"
"514410","0.0","0","19","10510.0","55.989708","1","18","0","0","0","0"
"2691390","0.0","0","0","973018.0","53.665085","0","0","0","0","0","0"
"1166140","0.0","1","1","1015608.0","58.05346","0","1","0","0","0","0"
"1571140","0.0","0","0","593241.0","110.0127","0","0","0","0","0","0"
"897610","0.0","3","30","708989.0","62.727684","3","17","2","7","1","0"
"2220480","0.0","0","0","902911.0","56.379677","0","0","0","0","0","0"
"2517870","0.0","0","0","965514.0","54.199085","0","0","0","0","0","0"
"503280","0.0","1","14","49664.0","53.184","0","14","0","0","0","0"
"1875320","0.0","1","7","1004016.0","49.446808","2","3","0","0","2","0"
"1547290","0.0","0","4","633434.0","111.92067","3","0","0","1","0","0"
"1489600","0.0","0","22","695804.0","69.91958","1","15","0","5","1","0"
"446850","0.0","2","126","12809.0","68.73505","8","114","1","2","1","0"
"2281610","0.0","0","0","932687.0","54.888718","0","0","0","0","0","0"
"764430","3.81","15","52","57002.0","27.998585","6","15","13","6","12","0"
"2137460","0.0","1","12","56577.0","52.029957","0","5","3","2","2","0"
"3011020","0.0","0","2","991359.0","53.967796","0","0","0","2","0","0"
"700740","0.0","2","26","49739.0","108.407906","2","21","1","1","1","0"
"624690","0.0","2","120","22163.0","107.65772","7","110","0","1","1","1"
"1459630","0.0","0","0","994320.0","54.228813","0","0","0","0","0","0"
"1390600","0.0","0","4","969717.0","120.92205","0","4","0","0","0","0"
"1233350","0.0","1","21","427754.0","80.95078","0","20","0","1","0","0"
"1087500","0.0","2","61","367087.0","133.16882","1","55","1","2","1","1"
"815660","0.0","1","52","64884.0","62.175407","0","52","0","0","0","0"
"437100","0.0","4","67","2433.0","74.41101","1","62","0","0","4","0"
"458380","0.0","1","25","18880.0","28.292755","4","19","0","2","0","0"
"2455460","0.0","0","0","1001466.0","48.38387","0","0","0","0","0","0"
"2314650","2.0","11","349","15708.0","33.788628","13","329","2","2","3","0"
"1280100","0.0","0","0","428945.0","62.135056","0","0","0","0","0","0"
"1592230","0.0","0","5","678700.0","52.40836","0","2","0","2","0","1"
"2605600","0.0","0","2","983915.0","57.111153","0","1","0","1","0","0"
"1682290","0.0","1","1","702277.0","60.764687","0","0","1","0","0","0"
"1909100","0.0","1","3","993398.0","68.49077","0","1","0","1","1","0"
"1249080","0.0","0","4","428651.0","71.49165","1","3","0","0","0","0"
"514490","1.29","7","332","16328.0","109.71119","4","328","0","0","0","0"
"775800","0.0","2","7","51522.0","41.466606","0","5","1","1","0","0"
"3054090","0.0","1","1","325.0","59.634476","0","0","1","0","0","0"
"1895920","0.0","0","0","761423.0","70.79192","0","0","0","0","0","0"
"1047380","0.0","0","34","306093.0","61.21795","2","32","0","0","0","0"
"3113750","0.0","0","0","997352.0","62.15282","0","0","0","0","0","0"
"1509850","0.0","1","50","545064.0","99.187614","0","49","0","0","1","0"
"550450","0.0","5","126","3234.0","92.1055","2","119","3","2","0","0"
"981290","0.0","0","0","294144.0","49.435417","0","0","0","0","0","0"
"3416690","0.0","0","1","996465.0","109.009834","0","0","0","1","0","0"
"846690","0.0","1","20","61854.0","56.75641","1","17","1","1","0","0"
"2635050","0.0","0","1","997686.0","57.835625","0","1","0","0","0","0"
"2416050","0.0","0","0","981940.0","52.576992","0","0","0","0","0","0"
"672590","0.0","1","28","62517.0","90.41333","1","23","1","3","0","0"
"1561090","0.0","0","5","635326.0","62.507935","0","3","1","1","0","0"
"562490","0.0","1","93","13511.0","69.796036","0","92","0","1","0","0"
"1010070","0.0","1","0","282895.0","59.16631","0","0","0","0","0","0"
"813290","0.0","2","124","64331.0","75.67718","0","121","2","1","0","0"
"2541890","0.0","0","0","461851.0","65.42148","0","0","0","0","0","0"
"432990","0.0","3","143","2594.0","95.210106","0","140","1","2","0","0"
"863900","0.0","0","0","59681.0","85.07904","0","0","0","0","0","0"
"3066260","0.0","0","0","997641.0","59.049625","0","0","0","0","0","0"
"963210","0.0","2","152","259913.0","113.04871","0","149","0","1","2","0"
"2186980","0.0","0","2","926770.0","76.93698","1","1","0","0","0","0"
"2884590","0.0","0","1","981588.0","90.22321","0","0","0","1","0","0"
"816080","0.0","2","4","63233.0","102.92135","0","2","1","0","1","0"
"2931600","0.0","0","0","933413.0","72.07919","0","0","0","0","0","0"
"1175430","0.0","1","27","383599.0","45.465614","0","25","1","0","0","1"
"738020","0.0","0","7","50118.0","53.66958","0","7","0","0","0","0"
"774711","0.0","2","134","62206.0","68.36507","0","130","1","1","2","0"
"809340","3.8","10","125","45873.0","33.94469","3","107","2","7","5","1"
"2778250","0.0","0","2","976397.0","70.0907","2","0","0","0","0","0"
"1810610","0.0","0","6","745754.0","54.127674","1","3","0","2","0","0"
"2404510","0.0","0","0","972357.0","54.221474","0","0","0","0","0","0"
"484930","0.0","0","17","10881.0","59.0737","0","16","0","1","0","0"
"520610","0.0","1","20","15680.0","61.84816","1","17","0","2","0","0"
"1594210","0.0","0","0","185566.0","65.52379","0","0","0","0","0","0"
"488040","0.0","0","117","9704.0","26.452892","0","117","0","0","0","0"
"857540","0.0","0","0","385531.0","72.17763","0","0","0","0","0","0"
"1018930","0.0","0","0","290086.0","175.67053","0","0","0","0","0","0"
"563260","0.0","2","32","27446.0","56.899612","1","22","3","3","3","0"
"2103480","0.0","0","0","653822.0","81.60844","0","0","0","0","0","0"
"1703480","0.0","0","0","646304.0","51.349346","0","0","0","0","0","0"
"716230","0.0","3","119","49387.0","70.60079","1","115","1","0","2","0"
"3011850","0.0","0","3","983749.0","50.140396","1","0","1","1","0","0"
"2637950","2.56","32","1100","59636.0","20.215734","75","996","5","6","16","2"
"1372660","0.0","0","1","980629.0","59.60505","0","0","0","1","0","0"
"1383700","3.56","9","37","392142.0","60.119854","2","22","5","3","4","1"
"2324610","0.0","0","0","964191.0","64.80516","0","0","0","0","0","0"
"1384030","0.0","0","4","605622.0","51.83025","0","4","0","0","0","0"
"2679610","0.0","0","0","972743.0","46.508663","0","0","0","0","0","0"
"2996000","0.0","0","0","1001587.0","53.731083","0","0","0","0","0","0"
"3059400","0.0","0","0","987931.0","106.40129","0","0","0","0","0","0"
"1126270","0.0","0","12","359390.0","75.16083","1","10","0","1","0","0"
"1096100","3.0","12","68","28933.0","20.451645","6","44","5","6","7","0"
"3132250","0.0","0","0","999711.0","66.045784","0","0","0","0","0","0"
"1524400","0.0","0","1","559061.0","70.93821","0","0","0","0","1","0"
"1446280","0.0","0","1","523034.0","107.20052","1","0","0","0","0","0"
"2175570","0.0","0","0","960184.0","57.635544","0","0","0","0","0","0"
"2897560","0.0","0","0","1003146.0","101.998344","0","0","0","0","0","0"
"836860","0.0","2","92","40600.0","99.001884","2","87","1","2","0","0"
"756230","0.0","0","44","51271.0","54.71641","0","44","0","0","0","0"
"907950","3.33","9","188","28913.0","26.299446","6","167","3","4","7","1"
"1531020","0.0","2","67","17681.0","62.295063","0","67","0","0","0","0"
"426290","0.0","4","274","18343.0","29.21883","11","261","0","1","1","0"
